nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
POUSADA TROPICAL,pousada-tropical,2001-04-17T03:00:00.000Z,1,Correntina,BA,32243,-13.3477,-44.6333,,,,
POUSADA VENTO FORTE,pousada-vento-forte,2006-12-14T02:00:00.000Z,1,Salinas da Margarida,BA,16047,-12.873,-38.7562,,,,
POUSADA VILA DO BECO,pousada-vila-do-beco,1993-02-01T03:00:00.000Z,1,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
POUSADA RESTAURANTE E BORRACHARIA BAHIA,pousada-restaurante-e-borracharia-bahia,1987-01-23T02:00:00.000Z,1,Formosa do Rio Preto,BA,26111,-11.0328,-45.193,,,,
POWER INDUSTRIA QUIMICA E TRANSPORTES,power-industria-quimica-e-transportes,1996-12-10T02:00:00.000Z,3,Simões Filho,BA,137117,-12.7866,-38.4029,,,,
POWER MATERIAIS ELETRICOS E HIDRAULICOS,power-materiais-eletricos-e-hidraulicos,1998-08-24T03:00:00.000Z,1,Eunápolis,BA,115360,-16.3715,-39.5821,,,,
POWER MOTOS,power-motos,2000-05-15T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PP - PARTIDO PROGRESSISTA,pp-partido-progressista,1996-05-18T03:00:00.000Z,5,Floresta Azul,BA,10525,-14.8629,-39.6579,,,,
PP - PARTIDO PROGRESSISTA,pp-partido-progressista,2005-09-02T03:00:00.000Z,5,Paulo Afonso,BA,119213,-9.3983,-38.2216,,,,
PP TRUCK CENTER,pp-truck-center,2005-01-06T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
PR,pr,2000-04-03T03:00:00.000Z,5,Rio do Antônio,BA,15521,-14.4071,-42.0721,,,,
PR,pr,2008-04-23T03:00:00.000Z,5,Aporá,BA,17840,-11.6577,-38.0814,,,,
PR MOVEIS,pr-moveis,2009-03-16T03:00:00.000Z,3,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
PR SERVICOS LTDA,pr-servicos-ltda,2007-03-01T03:00:00.000Z,1,Senhor do Bonfim,BA,79813,-10.4594,-40.1865,,,,
PRA COMECAR,pra-comecar,2009-02-05T02:00:00.000Z,1,Terra Nova,BA,13018,-12.3888,-38.6238,,,,
PRACARRO,pracarro,1991-04-30T03:00:00.000Z,1,Jequié,BA,156277,-13.8509,-40.0877,,,,
PRADISE PARK,pradise-park,1999-10-28T02:00:00.000Z,5,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
PRADO ENGENHARIA,prado-engenharia,2011-03-28T03:00:00.000Z,1,Seabra,BA,44370,-12.4169,-41.7722,,,,
PRAIA DE ITACIMIRIM,praia-de-itacimirim,2009-11-12T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
PRAISE EMPEENDIMENTOS,praise-empeendimentos,2003-09-16T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PRAKASA MOVEIS,prakasa-moveis,2008-03-19T03:00:00.000Z,1,Jequié,BA,156277,-13.8509,-40.0877,,,,
PRASCON,prascon,1992-03-20T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
PRATICA CONSTRUTORA,pratica-construtora,2004-03-25T03:00:00.000Z,1,Ibotirama,BA,27076,-12.1779,-43.2167,,,,
PRATO FEITO,prato-feito,2010-04-05T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PRATS EMBALAGEM,prats-embalagem,2008-05-29T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PRATYC SPORT!S,pratyc-sports,2003-09-12T03:00:00.000Z,5,Paulo Afonso,BA,119213,-9.3983,-38.2216,,,,
PRB,prb,2007-08-06T03:00:00.000Z,5,Pedro Alexandre,BA,16698,-10.012,-37.8932,,,,
PRB - PARTIDO REPUBLICANO BRASILEIRO,prb-partido-republicano-brasileiro,2007-10-03T03:00:00.000Z,5,Esplanada,BA,37902,-11.7942,-37.9432,,,,
PRBA,prba,1989-11-16T02:00:00.000Z,5,Jequié,BA,156277,-13.8509,-40.0877,,,,
PRE-ESCOLA MUNICIPAL JOSE MARTINS RIOS,pre-escola-municipal-jose-martins-rios,2009-10-05T03:00:00.000Z,5,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
PRECISION APARELHOS AUDITIVOS,precision-aparelhos-auditivos,2012-01-09T02:00:00.000Z,3,Teixeira de Freitas,BA,164290,-17.5399,-39.74,,,,
PREDILETTA PRESENTES E DECORACOES,prediletta-presentes-e-decoracoes,2010-03-17T03:00:00.000Z,1,Catu,BA,55222,-12.3513,-38.3791,,,,
PREDIO ESCOLAR DEL REY,predio-escolar-del-rey,2002-11-28T02:00:00.000Z,5,Iguaí,BA,27006,-14.7528,-40.0894,,,,
PREFEITURA MUNICIPAL,prefeitura-municipal,1986-01-08T02:00:00.000Z,5,Várzea Nova,BA,12556,-11.2557,-40.9432,,,,
PREFEITURA MUNICIPAL,prefeitura-municipal,1990-01-19T02:00:00.000Z,5,São José do Jacuípe,BA,10546,-11.4137,-39.8669,,,,
PREFEITURA MUNICIPAL DE FEIRA DA MATA,prefeitura-municipal-de-feira-da-mata,1990-01-11T02:00:00.000Z,5,Feira da Mata,BA,5656,-14.2044,-44.2744,,,,
PREFEITURA MUNICIPAL DE IBIASSUCE (BA),prefeitura-municipal-de-ibiassuce-ba,1974-12-27T03:00:00.000Z,5,Ibiassucê,BA,8849,-14.2711,-42.257,,,,
PREFEITURA MUNICIPAL DE PLANALTO,prefeitura-municipal-de-planalto,1974-12-20T03:00:00.000Z,5,Planalto,BA,26581,-14.6654,-40.4718,,,,
PREGAR,pregar,1992-01-02T02:00:00.000Z,3,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
PREGUINHOS VAREJISTA,preguinhos-varejista,2003-07-10T03:00:00.000Z,1,Correntina,BA,32243,-13.3477,-44.6333,,,,
PREMIER DESIGN,premier-design,2008-10-03T03:00:00.000Z,5,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
PREMIUM TRANSPORTES,premium-transportes,2010-11-08T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PREMOLDADOS PONTE RIO,premoldados-ponte-rio,1991-01-10T02:00:00.000Z,3,Medeiros Neto,BA,22741,-17.3707,-40.2238,,,,
PREMOLDADOS VITA,premoldados-vita,1966-08-12T03:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
PREMOLIBI LTDA,premolibi-ltda,2009-04-29T03:00:00.000Z,1,Ibipitanga,BA,14989,-12.8804,-42.4856,,,,
PREMOP,premop,2005-03-04T03:00:00.000Z,1,Pojuca,BA,40401,-12.4303,-38.3374,,,,
PREPARA CURSOS,prepara-cursos,2012-03-30T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PREPARACAO,preparacao,2007-11-05T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
PREPARACAO DE TERRENO,preparacao-de-terreno,2009-03-19T03:00:00.000Z,1,Guanambi,BA,85353,-14.2231,-42.7799,,,,
PRESENTE COM ARTE,presente-com-arte,2011-02-22T03:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
PRESENTES ESTRELAS,presentes-estrelas,2003-05-27T03:00:00.000Z,1,Elísio Medrado,BA,8129,-12.9417,-39.5191,,,,
PRESENTES PARA O LAR,presentes-para-o-lar,2011-12-23T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PRESERV,preserv,2002-04-18T03:00:00.000Z,5,Caetité,BA,51184,-14.0684,-42.4861,,,,
PRESERV COMERCIO E SERVICOS,preserv-comercio-e-servicos,2009-04-17T03:00:00.000Z,1,Brotas de Macaúbas,BA,10705,-11.9915,-42.6326,,,,
PRESIDENTE DUTRA PREFEITURA GABINETE DO PREFEITO,presidente-dutra-prefeitura-gabinete-do-prefeito,1974-12-24T03:00:00.000Z,5,Presidente Dutra,BA,15180,-11.2923,-41.9843,,,,
PRESMOL,presmol,2006-01-06T02:00:00.000Z,3,Brumado,BA,67468,-14.2021,-41.6696,,,,
PRESMONTE,presmonte,2005-06-22T03:00:00.000Z,1,Prado,BA,28214,-17.3364,-39.2227,,,,
PRESTACON,prestacon,1996-08-14T03:00:00.000Z,1,Mucuri,BA,42729,-18.0754,-39.5565,,,,
PRESTADORA DE SERVICOS,prestadora-de-servicos,2014-07-03T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PRESTADORA DE SERVIOS FREITAS,prestadora-de-servios-freitas,2004-03-08T03:00:00.000Z,1,Correntina,BA,32243,-13.3477,-44.6333,,,,
PRESTO,presto,1997-10-17T02:00:00.000Z,5,Ubaitaba,BA,18647,-14.303,-39.3222,,,,
PRESTSERV,prestserv,2011-06-27T03:00:00.000Z,1,Piraí do Norte,BA,10050,-13.759,-39.3836,,,,
PRESTSUL OBRAS E URBANIZACAO,prestsul-obras-e-urbanizacao,2010-08-20T03:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
PRETO & BRANCO CAFE,preto-branco-cafe,2008-08-15T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PRETTY CALCADOS,pretty-calcados,2001-01-20T02:00:00.000Z,3,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
PREV CENTER,prev-center,2002-05-23T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PREVCLIN,prevclin,2012-05-15T03:00:00.000Z,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,,,,
PREVCLUB,prevclub,2005-03-07T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PREVCON,prevcon,2000-04-17T03:00:00.000Z,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,,,,
PREVENIR,prevenir,2002-02-05T02:00:00.000Z,1,Itapetinga,BA,77408,-15.2475,-40.2482,,,,
PREVENTIVA COMERCIO E SERVICOS DE INFORMATICA,preventiva-comercio-e-servicos-de-informatica,2005-10-03T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PREVI AUDIO EXAMES AUDIOLOGICOS,previ-audio-exames-audiologicos,2008-03-24T03:00:00.000Z,1,Caetité,BA,51184,-14.0684,-42.4861,,,,
PRIMAVERA,primavera,2008-07-23T03:00:00.000Z,1,Pojuca,BA,40401,-12.4303,-38.3374,,,,
PRIMAVERA JOIAS,primavera-joias,2010-10-26T02:00:00.000Z,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,,,,
PRIME CONSULTORIA E ACESSORIA,prime-consultoria-e-acessoria,2011-03-11T03:00:00.000Z,1,Valença,BA,97873,-13.3669,-39.073,,,,
PRIME CONSULTORIA E PLANEJAMENTO EMPRESARIAL,prime-consultoria-e-planejamento-empresarial,2011-11-17T02:00:00.000Z,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
PRIME EMPREENDIMENTOS,prime-empreendimentos,1987-11-25T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
PRIME ODONTOLOGIA,prime-odontologia,2014-05-23T03:00:00.000Z,1,Serra do Ramalho,BA,31362,-13.5659,-43.5929,,,,
PRIME SERVICOS E CONSULTORIAS,prime-servicos-e-consultorias,1993-08-20T03:00:00.000Z,1,Ubaitaba,BA,18647,-14.303,-39.3222,,,,
PRIME TRANSPORTES,prime-transportes,2011-04-27T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PRIMEIRA IGREJA,primeira-igreja,1977-09-23T03:00:00.000Z,5,Gandu,BA,32778,-13.7441,-39.4747,,,,
PRIMEIRA IGREJA BATISTA DE AMARGOSA,primeira-igreja-batista-de-amargosa,1977-07-06T03:00:00.000Z,5,Amargosa,BA,37631,-13.0215,-39.602,,,,
PRIMEIRA IGREJA BATISTA DE CAPIM GROSSO,primeira-igreja-batista-de-capim-grosso,1983-06-16T03:00:00.000Z,5,Capim Grosso,BA,31055,-11.3797,-40.0089,,,,
PRIMEIRA IGREJA BATISTA DO RESGATE,primeira-igreja-batista-do-resgate,2005-11-29T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PRIMEIRA IGREJA BATISTA EM APUAREMA,primeira-igreja-batista-em-apuarema,2008-01-21T02:00:00.000Z,5,Apuarema,BA,7274,-13.8542,-39.7501,,,,
PRIMEIRA IGREJA BATISTA MISSIONARIA DE LUIS EDUARDO MAG,primeira-igreja-batista-missionaria-de-luis-eduardo-mag,2011-07-28T03:00:00.000Z,5,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,,,,
PRIMEIRA IGREJA BATISTA NO KM 100,primeira-igreja-batista-no-km-100,1994-06-15T03:00:00.000Z,5,Brejões,BA,14155,-13.1039,-39.7988,,,,
PRIMEIRA OPCAO,primeira-opcao,2006-04-10T03:00:00.000Z,1,Andorinha,BA,14416,-10.3482,-39.8391,,,,
PRIMEIRO CARTORIO DE PROTESTO DE TITULOS,primeiro-cartorio-de-protesto-de-titulos,2012-01-30T02:00:00.000Z,5,Barreiras,BA,158432,-12.1439,-44.9968,,,,
PRIMEIRO PISO REVESTIMENTOS CERAMICOS,primeiro-piso-revestimentos-ceramicos,2010-03-19T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
PRIMEIROS PASSOS,primeiros-passos,2005-01-28T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
PRIMMA SERVICOS,primma-servicos,2002-11-27T02:00:00.000Z,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
PRIMO RH,primo-rh,2012-04-20T03:00:00.000Z,1,Conceição do Jacuípe,BA,33631,-12.3268,-38.7684,,,,
PRIMORE CONSULTORIA,primore-consultoria,2010-06-21T03:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
PRIMOS GAS E AGUA,primos-gas-e-agua,2009-03-10T03:00:00.000Z,1,Teofilândia,BA,22590,-11.4827,-38.9913,,,,
PRIMOS LTDA,primos-ltda,2003-05-07T03:00:00.000Z,1,Teolândia,BA,15097,-13.5896,-39.484,,,,
PRIMOS MOVEIS,primos-moveis,2010-08-11T03:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
PRINCESA,princesa,2012-05-15T03:00:00.000Z,1,Jaguarari,BA,33915,-10.2569,-40.1999,,,,
PRINCESA TELECOM,princesa-telecom,2010-04-12T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
PRINCESINHA COMERCIO DE PECAS,princesinha-comercio-de-pecas,2007-04-16T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
PRINCIPAL MOTOS E TRANSANGELO,principal-motos-e-transangelo,1998-12-23T02:00:00.000Z,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,,,,
